UniformeProductnaam,URI,Rijk,Provincie,Waterschap,Gemeente,Burger,Bedrijf,Dienstenwet,SDG,Autonomie,Medebewind,Aanvraag,Subsidie,Melding,Verplichting,Grondslag,Grondslaglabel,Grondslaglink
militair invaliditeitspensioen,http://standaarden.overheid.nl/owms/terms/militInvalPens,X,,,,X,,,,,,X,,,,http://standaarden.overheid.nl/owms/terms/BeslBijzMilPens_art_2,Artikel 2 Besluit bijzondere militaire pensioenen,https://wetten.overheid.nl/jci1.3:c:BWBR0012222&paragraaf=2&artikel=2
minderhedensubsidie,http://standaarden.overheid.nl/owms/terms/minderhedensubsidie,,,,X,X,X,,,X,,X,X,,,http://standaarden.overheid.nl/owms/terms/gem_sub_vo,gemeentelijke subsidieverordening,
minimumloon,http://standaarden.overheid.nl/owms/terms/minimumloon,X,,,,X,X,X,,,,,,,,http://standaarden.overheid.nl/owms/terms/Wml_art_7,Artikel 7 Wet minimumloon en minimumvakantiebijslag,https://wetten.overheid.nl/jci1.3:c:BWBR0002638&hoofdstuk=II&artikel=7
mobiele puinbreker gebruiksmelding,http://standaarden.overheid.nl/owms/terms/mobPuinbrGebr,X,,,X,,X,X,N1,,X,,,X,,http://standaarden.overheid.nl/owms/terms/Bbl_art_7_33,Artikel 7.33 Besluit bouwwerken leefomgeving,https://wetten.overheid.nl/jci1.3:c:BWBR0041297&hoofdstuk=7&afdeling=7.2&paragraaf=7.2.2&artikel=7.33
mobiele-communicatievergunning,http://standaarden.overheid.nl/owms/terms/mobCommVerg,X,,,,,X,X,,,,X,,,,http://standaarden.overheid.nl/owms/terms/Tw_art_3_10,Artikel 3.10 Telecommunicatiewet,https://wetten.overheid.nl/jci1.3:c:BWBR0009950&hoofdstuk=3&paragraaf=3.5&artikel=3.10
modelovereenkomst arbeidsrelatie,http://standaarden.overheid.nl/owms/terms/modOvereenkArbRel,X,,,,X,X,,,,,,,,,http://standaarden.overheid.nl/owms/terms/IB_art_3_90,Artikel 3.90 Wet op de inkomstenbelasting 2001,https://wetten.overheid.nl/jci1.3:c:BWBR0011353&hoofdstuk=3&afdeling=3.4&paragraaf=3.4.1&artikel=3.90
moederschapsontkenning verklaring,http://standaarden.overheid.nl/owms/terms/moederschOntkVerkl,X,,,,X,,,G1,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_202a,Artikel 202a Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=11&afdeling=2a&artikel=202a
monumentaanwijzing,http://standaarden.overheid.nl/owms/terms/monumentaanwijzing,,,,X,X,X,,,X,X,,,,X,http://standaarden.overheid.nl/owms/terms/Mod_Erfgvo_art_5,Artikel 5 Model Erfgoedverordening,
monumentensubsidie,http://standaarden.overheid.nl/owms/terms/monumentensubsidie,,X,,X,X,X,,,X,,X,X,,,http://standaarden.overheid.nl/owms/terms/gem_sub_vo,gemeentelijke subsidieverordening,
monumentensubsidie,http://standaarden.overheid.nl/owms/terms/monumentensubsidie,,X,,X,X,X,,,X,,X,X,,,http://standaarden.overheid.nl/owms/terms/pr_sub_vo,provinciale subsidieverordening,
motorrijtuigenbelasting,http://standaarden.overheid.nl/owms/terms/motorrijtuigenbel,X,,,,X,X,,B4;L5,,,,,,X,http://standaarden.overheid.nl/owms/terms/MRB_art_1,Artikel 1 Wet op de motorrijtuigenbelasting 1994,https://wetten.overheid.nl/jci1.3:c:BWBR0006324&hoofdstuk=I&afdeling=1&artikel=1
motorrijtuigenbelasting overgangsregeling oudere voertuigen,http://standaarden.overheid.nl/owms/terms/MRBelOvergRegOudereVtgn,X,,,,X,,,B4,,,,,,X,http://standaarden.overheid.nl/owms/terms/MRB_art_84a,Artikel 84a Wet op de motorrijtuigenbelasting 1994,https://wetten.overheid.nl/jci1.3:c:BWBR0006324&hoofdstuk=Xa&artikel=84a
motorrijtuigenbelasting vrijstelling buitenlands kenteken,http://standaarden.overheid.nl/owms/terms/MRBelVrijstBuitKent,X,,,,X,X,,B4,,,X,,,,http://standaarden.overheid.nl/owms/terms/MRB_art_73,Artikel 73 Wet op de motorrijtuigenbelasting 1994,https://wetten.overheid.nl/jci1.3:c:BWBR0006324&hoofdstuk=VIII&artikel=73
motorrijtuigenbelasting vrijstelling invaliditeit,http://standaarden.overheid.nl/owms/terms/MRBelVrijstInvaliditeit,X,,,,X,,,,,,X,,,,http://standaarden.overheid.nl/owms/terms/UbVrijstMrbInv_art_I,Artikel I Uitvoeringsbeschikking vrijstelling van motorrijtuigenbelasting wegens invaliditeit,https://wetten.overheid.nl/jci1.3:c:BWBR0003578&artikel=I
motorrijtuigenbelasting vrijstelling oldtimer,http://standaarden.overheid.nl/owms/terms/MRBelVrijstOldtimer,X,,,,X,,,B4,,,X,,,,http://standaarden.overheid.nl/owms/terms/MRB_art_72,Artikel 72 Wet op de motorrijtuigenbelasting 1994,https://wetten.overheid.nl/jci1.3:c:BWBR0006324&hoofdstuk=VIII&artikel=72
motorrijtuigenbelasting vrijstelling rolstoelinstallatie,http://standaarden.overheid.nl/owms/terms/MRBelVrijstRolstoelinst,X,,,,X,,,B4,,,X,,,,http://standaarden.overheid.nl/owms/terms/MRB_art_22,Artikel 22 Wet op de motorrijtuigenbelasting 1994,https://wetten.overheid.nl/jci1.3:c:BWBR0006324&hoofdstuk=IV&afdeling=1&artikel=22
motorrijtuigenbelasting vrijstelling tijdelijk verblijf nederland,http://standaarden.overheid.nl/owms/terms/mrbVrijstTVNL,X,,,,X,,,,,,X,,,,http://standaarden.overheid.nl/owms/terms/MRB_art_73,Artikel 73 Wet op de motorrijtuigenbelasting 1994,https://wetten.overheid.nl/jci1.3:c:BWBR0006324&hoofdstuk=VIII&artikel=73
museumsubsidie,http://standaarden.overheid.nl/owms/terms/museumsubsidie,,,,X,,X,,,X,,X,X,,,http://standaarden.overheid.nl/owms/terms/gem_sub_vo,gemeentelijke subsidieverordening,
naamgebruik verzoek aanduiding,http://standaarden.overheid.nl/owms/terms/naamgebruik_verzoek_aanduiding,,,,X,X,,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Wet_BRP_art_2_25,Artikel 2.25 Wet basisregistratie personen,https://wetten.overheid.nl/jci1.3:c:BWBR0033715&hoofdstuk=2&afdeling=1&paragraaf=3&artikel=2.25
naamskeuzeverklaring,http://standaarden.overheid.nl/owms/terms/naamskeuzeverklaring,,,,X,X,,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_5,Artikel 5 Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=2&artikel=5
nachtregisterplicht,http://standaarden.overheid.nl/owms/terms/nachtregpl,X,,,X,X,X,X,N1,,,,,,X,http://standaarden.overheid.nl/owms/terms/WvSr_art_438,Artikel 438 Wetboek van Strafrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0001854&boek=Derde&titeldeel=II&artikel=438
nadeelcompensatie,http://standaarden.overheid.nl/owms/terms/nadeelcompensatie,X,X,X,X,X,X,,,,,X,,,,http://standaarden.overheid.nl/owms/terms/Awb_art_4_126,Artikel 4:126 Algemene wet bestuursrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0005537&hoofdstuk=4&titeldeel=4.5&artikel=4:126
nalatenschap verklaring,http://standaarden.overheid.nl/owms/terms/nalatenschVerkl,X,,,,X,,,D6,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_4_art_190,Artikel 190 Burgerlijk Wetboek Boek 4,https://wetten.overheid.nl/jci1.3:c:BWBR0002761&boek=4&titeldeel=6&afdeling=2&artikel=190
nationaal waterprogramma,http://standaarden.overheid.nl/owms/terms/natwaterprogr,,,X,,X,X,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_3_9,Artikel 3.9 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=3&afdeling=3.2&paragraaf=3.2.2&artikel=3.9
nationale accreditatie-instantie,http://standaarden.overheid.nl/owms/terms/natAccInst,X,,,,X,X,,M8;M3,,,,,,,http://standaarden.overheid.nl/owms/terms/Wet_aanw_mat_accred_art_2,Artikel 2 Wet aanwijzing nationale accreditatie-instantie,https://wetten.overheid.nl/jci1.3:c:BWBR0026591&hoofdstuk=2&artikel=2
nationale omgevingsvisie,http://standaarden.overheid.nl/owms/terms/natomgvisie,X,,,,X,X,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_3_1,Artikel 3.1 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=3&afdeling=3.1&artikel=3.1
natura-2000-gebied,http://standaarden.overheid.nl/owms/terms/nat2000geb,X,,,,X,X,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_2_44,Artikel 2.44 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=2&afdeling=2.6&paragraaf=2.6.3&artikel=2.44
naturalisatieceremonie,http://standaarden.overheid.nl/owms/terms/naturalisatieceremonie,,,,X,X,,,,,X,,,,X,http://standaarden.overheid.nl/owms/terms/BvvN_art_60a,Artikel 60a Besluit verkrijging en verlies Nederlanderschap,https://wetten.overheid.nl/jci1.3:c:BWBR0013605&hoofdstuk=IIIA&artikel=60a
naturalisatieoptie,http://standaarden.overheid.nl/owms/terms/naturalOptie,,,,X,X,,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/RWN_art_6,Artikel 6 Rijkswet op het Nederlanderschap,https://wetten.overheid.nl/jci1.3:c:BWBR0003738&hoofdstuk=3&artikel=6
naturalisatieverzoek,http://standaarden.overheid.nl/owms/terms/naturalisatieverzoek,,,,X,X,,,D5,,X,X,,,,http://standaarden.overheid.nl/owms/terms/RWN_art_7,Artikel 7 Rijkswet op het Nederlanderschap,https://wetten.overheid.nl/jci1.3:c:BWBR0003738&hoofdstuk=4&artikel=7
natuur- en landschapsbeheer subsidiestelsel,http://standaarden.overheid.nl/owms/terms/natuur-_en_landschapsbeheer_subsidiestelsel,,,,X,X,X,,,X,,X,X,,,http://standaarden.overheid.nl/owms/terms/gem_sub_vo,gemeentelijke subsidieverordening,
natuurbeheer provinciale subsidie,http://standaarden.overheid.nl/owms/terms/natuurbeheer_provinciale_subsidie,,X,,,X,X,,,X,,X,X,,,http://standaarden.overheid.nl/owms/terms/pr_sub_vo,provinciale subsidieverordening,
natuurgebied aanwijzing,http://standaarden.overheid.nl/owms/terms/natuurgebied_aanwijzing,,X,,,X,X,,,,X,,,,X,http://standaarden.overheid.nl/owms/terms/Ow_art_2_44,Artikel 2.44 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=2&afdeling=2.6&paragraaf=2.6.3&artikel=2.44
natuurgebied vergunning,http://standaarden.overheid.nl/owms/terms/natuurgebied_vergunning,X,X,,,X,X,X,N1;D2,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Wet_natuurbescherming_art_2_7,Artikel 2.7 Wet natuurbescherming,https://wetten.overheid.nl/jci1.3:c:BWBR0037552&hoofdstuk=2&paragraaf=2.3&artikel=2.7
nazi-roofkunst restitutieverzoek,http://standaarden.overheid.nl/owms/terms/naziRoofkunstRestVerz,X,,,,X,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Inst_bes_rest_cie_art_2,Artikel 2 Instellingsbesluit Restitutiecommissie,https://wetten.overheid.nl/jci1.3:c:BWBR0045060&artikel=2
nederlandse titel aanvraag,http://standaarden.overheid.nl/owms/terms/nederlTitelAanvraag,X,,,,X,,,B3,,,X,,,,http://standaarden.overheid.nl/owms/terms/WHW_art_7_23,Artikel 7.23 Wet op het hoger onderwijs en wetenschappelijk onderzoek,https://wetten.overheid.nl/jci1.3:c:BWBR0005682&hoofdstuk=7&titeldeel=1&paragraaf=4&artikel=7.23
nietigverklaring huwelijk,http://standaarden.overheid.nl/owms/terms/nietigverklHuw,X,,,,X,,,G2,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_69,Artikel 69 Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=5&afdeling=5&artikel=69
nietigverklaring huwelijk,http://standaarden.overheid.nl/owms/terms/nietigverklHuw,X,,,,X,,,G2,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_70,Artikel 70 Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=5&afdeling=5&artikel=70
nietigverklaring huwelijk,http://standaarden.overheid.nl/owms/terms/nietigverklHuw,X,,,,X,,,G2,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_71,Artikel 71 Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=5&afdeling=5&artikel=71
no-riskpolis,http://standaarden.overheid.nl/owms/terms/noRiskPolis,,,,,X,X,,,,,X,,,,http://standaarden.overheid.nl/owms/terms/ZW_art_29b,Artikel 29b Ziektewet,https://wetten.overheid.nl/jci1.3:c:BWBR0001888&afdeling=Tweede&hoofdstuk=II&artikel=29b
noodreisdocument,http://standaarden.overheid.nl/owms/terms/noodreisdocument,X,,,,X,,,A1,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Ppw_art_16,Artikel 16 Paspoortwet,https://wetten.overheid.nl/jci1.3:c:BWBR0005212&hoofdstuk=II&paragraaf=3&artikel=16
notarisbenoeming,http://standaarden.overheid.nl/owms/terms/notarisben,X,,,,X,X,X,,,,X,,,,http://standaarden.overheid.nl/owms/terms/WN_art_3,Artikel 3 Wet op het notarisambt,https://wetten.overheid.nl/jci1.3:c:BWBR0010388&titeldeel=II&artikel=3
objectvergunning,http://standaarden.overheid.nl/owms/terms/objectvergunning,X,X,X,X,X,X,X,N1,X,,X,,,,http://standaarden.overheid.nl/owms/terms/Mod_Apv_art_2_10,Artikel 2:10 Model Algemene plaatselijke verordening,
objectvergunning,http://standaarden.overheid.nl/owms/terms/objectvergunning,X,X,X,X,X,X,X,N1,X,,X,,,,http://standaarden.overheid.nl/owms/terms/modelkeur_art_3_2,Artikel 3.2 modelkeur 2013,
objectvergunning,http://standaarden.overheid.nl/owms/terms/objectvergunning,X,X,X,X,X,X,X,N1,X,,X,,,,http://standaarden.overheid.nl/owms/terms/pr_omg_vo,provinciale omgevingsverordening,
octrooi,http://standaarden.overheid.nl/owms/terms/octrooi,X,,,,X,X,X,J3,,,X,,,,http://standaarden.overheid.nl/owms/terms/ROW_1995_art_17,Artikel 17 Rijksoctrooiwet 1995,https://wetten.overheid.nl/jci1.3:c:BWBR0007118&hoofdstuk=2&paragraaf=1&artikel=17
octrooiregister,http://standaarden.overheid.nl/owms/terms/octrooiregister,X,,,,X,X,,,,,,,,,http://standaarden.overheid.nl/owms/terms/ROW_1995_art_19,Artikel 19 Rijksoctrooiwet 1995,https://wetten.overheid.nl/jci1.3:c:BWBR0007118&hoofdstuk=2&paragraaf=1&artikel=19
omgevingsplan,http://standaarden.overheid.nl/owms/terms/omgevingsplan,,,,X,X,X,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_2_4,Artikel 2.4 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=2&afdeling=2.2&artikel=2.4
omgevingsprogramma,http://standaarden.overheid.nl/owms/terms/omgevingsprogr,X,X,X,X,X,X,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_3_4,Artikel 3.4 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=3&afdeling=3.2&paragraaf=3.2.1&artikel=3.4
omgevingsvergunning,http://standaarden.overheid.nl/owms/terms/omgevingsvergunning,X,X,X,X,X,X,X,N1;D2,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_5_1,Artikel 5.1 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=5&afdeling=5.1&paragraaf=5.1.1&artikel=5.1
omgevingsvergunning aanleg,http://standaarden.overheid.nl/owms/terms/omgevingsvergunning_aanleg,,,,X,X,X,X,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Wabo_art_2_1,Artikel 2.1 Wet algemene bepalingen omgevingsrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0024779&hoofdstuk=2&paragraaf=2.1&artikel=2.1
omgevingsvergunning aanleg,http://standaarden.overheid.nl/owms/terms/omgevingsvergunning_aanleg,,,,X,X,X,X,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Wabo_art_2_2,Artikel 2.2 Wet algemene bepalingen omgevingsrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0024779&hoofdstuk=2&paragraaf=2.1&artikel=2.2
omgevingsvergunning afwijking,http://standaarden.overheid.nl/owms/terms/omgevingsvergunning_afwijking,,,,X,X,X,X,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Wabo_art_2_1,Artikel 2.1 Wet algemene bepalingen omgevingsrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0024779&hoofdstuk=2&paragraaf=2.1&artikel=2.1
omgevingsvergunning alarminstallatie,http://standaarden.overheid.nl/owms/terms/omgevingsvergunning_alarminstallatie,,,,X,X,X,X,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_5_1,Artikel 5.1 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=5&afdeling=5.1&paragraaf=5.1.1&artikel=5.1
omgevingsvergunning bijvoeren wild,http://standaarden.overheid.nl/owms/terms/omgvergbijvoerwild,,X,,,X,X,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Bal_art_11_60,Artikel 11.60 Besluit activiteiten leefomgeving,https://wetten.overheid.nl/jci1.3:c:BWBR0041330&hoofdstuk=11&afdeling=11.2&paragraaf=11.2.5&artikel=11.60
omgevingsvergunning bouw,http://standaarden.overheid.nl/owms/terms/omgevingsvergunning_bouw,X,X,X,X,X,X,X,N1;D2,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Wabo_art_2_1,Artikel 2.1 Wet algemene bepalingen omgevingsrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0024779&hoofdstuk=2&paragraaf=2.1&artikel=2.1
omgevingsvergunning bouwactiviteit,http://standaarden.overheid.nl/owms/terms/omgvergbouwact,X,X,X,X,X,X,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_5_1,Artikel 5.1 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=5&afdeling=5.1&paragraaf=5.1.1&artikel=5.1
omgevingsvergunning brandveilig gebruik,http://standaarden.overheid.nl/owms/terms/omgVgBrvGebr,X,,,X,X,X,X,N1,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Wabo_art_2_1,Artikel 2.1 Wet algemene bepalingen omgevingsrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0024779&hoofdstuk=2&paragraaf=2.1&artikel=2.1
omgevingsvergunning conceptverzoek,http://standaarden.overheid.nl/owms/terms/omgevingsvergunning_conceptverzoek,,,,X,X,X,X,,,X,,,,,,,
omgevingsvergunning flora- en fauna-activiteit,http://standaarden.overheid.nl/owms/terms/omgvergflofauact,X,X,,X,X,X,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_5_1,Artikel 5.1 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=5&afdeling=5.1&paragraaf=5.1.1&artikel=5.1
omgevingsvergunning jachtgeweeractiviteit,http://standaarden.overheid.nl/owms/terms/omgevingsvergunning_jachtgeweeract,X,,,,X,,,B8,,,X,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_5_1,Artikel 5.1 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=5&afdeling=5.1&paragraaf=5.1.1&artikel=5.1
omgevingsvergunning kap,http://standaarden.overheid.nl/owms/terms/omgevingsvergunning_kap,X,X,,X,X,X,X,N1,X,,X,,,,http://standaarden.overheid.nl/owms/terms/Wabo_art_2_2,Artikel 2.2 Wet algemene bepalingen omgevingsrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0024779&hoofdstuk=2&paragraaf=2.1&artikel=2.2
omgevingsvergunning milieu,http://standaarden.overheid.nl/owms/terms/omgevingsvergunning_milieu,X,X,X,X,,X,X,N1,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Wabo_art_2_1,Artikel 2.1 Wet algemene bepalingen omgevingsrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0024779&hoofdstuk=2&paragraaf=2.1&artikel=2.1
omgevingsvergunning milieu revisie,http://standaarden.overheid.nl/owms/terms/omgevingsvergunning_milieu_revisie,,X,,,,X,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_5_43,Artikel 5.43 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=5&afdeling=5.1&paragraaf=5.1.5&artikel=5.43
omgevingsvergunning milieu verandering,http://standaarden.overheid.nl/owms/terms/omgevingsvergunning_milieu_verandering,,X,,,,X,,N1,,,,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_5_40,Artikel 5.40 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=5&afdeling=5.1&paragraaf=5.1.5&artikel=5.40
omgevingsvergunning milieubelastende activiteit,http://standaarden.overheid.nl/owms/terms/omgvergmilbelact,X,X,X,X,,X,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_5_1,Artikel 5.1 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=5&afdeling=5.1&paragraaf=5.1.1&artikel=5.1
omgevingsvergunning monument,http://standaarden.overheid.nl/owms/terms/omgevingsvergunning_monument,,,,X,X,X,X,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Wabo_art_2_1,Artikel 2.1 Wet algemene bepalingen omgevingsrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0024779&hoofdstuk=2&paragraaf=2.1&artikel=2.1
omgevingsvergunning monument,http://standaarden.overheid.nl/owms/terms/omgevingsvergunning_monument,,,,X,X,X,X,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Wabo_art_2_2,Artikel 2.2 Wet algemene bepalingen omgevingsrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0024779&hoofdstuk=2&paragraaf=2.1&artikel=2.2
omgevingsvergunning natura-2000-activiteit,http://standaarden.overheid.nl/owms/terms/omgvergnat2000act,X,X,,X,X,X,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_5_1,Artikel 5.1 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=5&afdeling=5.1&paragraaf=5.1.1&artikel=5.1
omgevingsvergunning natuur,http://standaarden.overheid.nl/owms/terms/omgVergNat,,,,X,X,X,X,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Wabo_art_2_1,Artikel 2.1 Wet algemene bepalingen omgevingsrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0024779&hoofdstuk=2&paragraaf=2.1&artikel=2.1
omgevingsvergunning omgevingsplanactiviteit,http://standaarden.overheid.nl/owms/terms/omgvergomgplact,,,,X,X,X,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_5_1,Artikel 5.1 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=5&afdeling=5.1&paragraaf=5.1.1&artikel=5.1
omgevingsvergunning omgevingsplanactiviteit bouwen,http://standaarden.overheid.nl/owms/terms/omgvergomgplactbouw,,,,X,X,X,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_5_1,Artikel 5.1 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=5&afdeling=5.1&paragraaf=5.1.1&artikel=5.1
omgevingsvergunning omgevingsplanactiviteit kappen,http://standaarden.overheid.nl/owms/terms/omgvergomgplactkap,,,,X,X,X,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_5_1,Artikel 5.1 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=5&afdeling=5.1&paragraaf=5.1.1&artikel=5.1
omgevingsvergunning omgevingsplanactiviteit monument,http://standaarden.overheid.nl/owms/terms/omgvergomgplactmon,,,,X,X,X,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_5_1,Artikel 5.1 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=5&afdeling=5.1&paragraaf=5.1.1&artikel=5.1
omgevingsvergunning omgevingsplanactiviteit reclame,http://standaarden.overheid.nl/owms/terms/omgvergomgplactrecl,,,,X,X,X,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_5_1,Artikel 5.1 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=5&afdeling=5.1&paragraaf=5.1.1&artikel=5.1
omgevingsvergunning omgevingsplanactiviteit terras,http://standaarden.overheid.nl/owms/terms/omgvergomgplactter,,,,X,X,X,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_5_1,Artikel 5.1 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=5&afdeling=5.1&paragraaf=5.1.1&artikel=5.1
